,Serie,Titulo,Temporada,Número,Clasificacion,Sinopsis,Genero
194,The Stand,The Stand: La casa de los muertos,Temporada 1,4,SAM16,"El comité de la zona libre de Boulder busca consolidar su liderazgo y reforzar la comunidad con una reunión en el ayuntamiento, pero Flagg sigue abriéndose camino mientras conspira para destruir la sociedad que se está formando desde el interior.",Drama
195,The Stand,The Stand: Miedo y aversión en New Vegas,Temporada 1,5,SAM16,"Las intenciones oscuras de Nadine y Harold siguen tomando forma. Mientras, los espías del comité se atrincheran en New Vegas, donde Flagg crea su propia sociedad en la que el pecado y el libertinaje aprobados oficialmente ocultan un orden despiadado. De regreso en Boulder, Frannie planea confirmar sus sospechas sobre Harold mientras Madre Abagail busca el consejo divino.",Drama
196,The Stand,The Stand: La vigilia,Temporada 1,6,SAM16,"Mientras todos en Boulder temen por la seguridad de Madre Abagail, Stu organiza grupos de búsqueda para conseguir que regrese, lo que representa una oportunidad para Harold y Nadine. En New Vegas, Flagg recluta un adepto nuevo y peligroso.",Drama
197,The Stand,The Stand: El paseo,Temporada 1,7,SAM16,"Después de que la tragedia atacara la Zona Libre de Boulder, Madre Abagail asigna una peligrosa misión a los miembros de su comité. Mientras, Harold y Nadine comienzan su viaje a las Nuevas Vegas para unirse a Flagg y exigir su compensación.",Drama
198,The Stand,The Stand: The Stand,Temporada 1,8,SAM16,"Los viajeros de Boulder, arriesgándolo todo, se enfrentan a los seguidores de Flagg en las Nuevas Vegas. Entre ellos se encuentra una Nadine muy diferente, y embarazada.",Drama
199,The Stand,The Stand: El círculo se cierra,Temporada 1,9,SAM16,"El final de la serie basada en la novela escrita por Stephen King. Después de ver la luz y la oscuridad, Frannie fija su postura.",Drama
200,The Stand,The Stand: Tráiler oficial,Temporada 1,10,SAM16,"The Stand es la visión apocalíptica de Stephen King de un mundo asolado por una plaga y envuelto en una lucha básica entre el bien y el mal. El destino de la humanidad descansa en los frágiles hombros de la Madre Abagail, de 108 años, y algunos sobrevivientes. Sus peores pesadillas se encarnan en un hombre con una sonrisa letal y poderes atroces: Randall Flagg, el Hombre Oscuro.",Drama
201,Normal People,Normal People: Episodio 1,Temporada 1,1,SAM16,"En la Irlanda moderna y rural, Connell y Marianne, en diferentes extremos de la escena social de la escuela, comienzan un intenso y secreto romance.","Drama, Romántica"
202,Normal People,Normal People: Episodio 2,Temporada 1,2,SAM16,"El romance de Marianne y Connell continúa, pero las presiones del mundo exterior empiezan a pasar factura.","Drama, Romántica"
203,Normal People,Normal People: Episodio 3,Temporada 1,3,SAM16,"Connell traiciona a Marianne tomando una decisión cobarde. Marianne se retira de la escuela, causando a Connell una intensa culpa.","Drama, Romántica"
204,Normal People,Normal People: Episodio 4,Temporada 1,4,SAM16,"Connell encuentra la universidad solitaria; Marianne encuentra una popularidad instantánea. Después de encontrarse, deciden intentar ser amigos.","Drama, Romántica"
205,Normal People,Normal People: Episodio 5,Temporada 1,5,SAM16,"Connell (Paul Mescal) y Marianne (Daisy Edgar-Jones) empiezan a socializar como amigos en Dublín. Ella presenta a Connell a su grupo y una de sus amigas, Teresa (Lauryn Canny) se interesa por él. Marianne sigue saliendo con Gareth (Sebastian De Souza). pero su interés en la relación empieza a desvanecerse. Marianne eventualmente termina las cosas con Gareth e intenta algo con él en una borrachera.","Drama, Romántica"
206,Normal People,Normal People: Episodio 6,Temporada 1,6,SAM16,"Connell y Marianne están juntos, pero cuando él pierde su trabajo y ella tiene un viaje difícil a casa, se alejan el uno del otro.","Drama, Romántica"
207,Normal People,Normal People: Episodio 7,Temporada 1,7,SAM16,Marianne y Connell están viendo a otras personas y se dan cuenta (demasiado tarde) de que su ruptura se debió a un malentendido.,"Drama, Romántica"
208,Normal People,Normal People: Episodio 8,Temporada 1,8,SAM16,"Connell visita a Marianne en la casa de verano de su familia en Italia, donde las tensiones entre ella y Jamie están en su punto más alto.","Drama, Romántica"
209,Normal People,Normal People: Episodio 9,Temporada 1,9,SAM16,"Marianne, que estudia en el extranjero, persigue una relación poco saludable; en Dublín Connell disfruta de una relación sin complicaciones con Helen.","Drama, Romántica"
210,Normal People,Normal People: Episodio 10,Temporada 1,10,SAM16,"Después del suicidio de un amigo de la escuela, Connell lucha con una depresión severa. Marianne sigue siendo un salvavidas para él desde el extranjero.","Drama, Romántica"
211,Normal People,Normal People: Episodio 11,Temporada 1,11,SAM16,"En Sligo, Marianne y Connell intentan navegar por la amistad. Una pelea entre Marianne y Alan causa una ruptura con su familia.","Drama, Romántica"
212,Normal People,Normal People: Episodio 12,Temporada 1,12,SAM16,"En su último año en Trinidad, Marianne y Connell están completamente juntos, pero no se sabe cómo va a continuar después de que se gradúen.","Drama, Romántica"
213,Normal People,Normal People: Tráiler oficial,Temporada 1,13,SAM16,La rara e inolvidable conexión que florece entre dos adolescentes acaba en un flechazo que querrán ocultar a sus pares. Normal People es una historia de amor moderna y cautivadora que sigue durante años las andanzas de dos adolescentes a medida que sus vidas coinciden y se separan y que explora lo complicado que es la intimidad y el amor joven.,"Drama, Romántica"
214,Baptiste,Baptiste: Caracol,Temporada 1,1,SAM16,"Julien busca a Natalie Rose, una trabajadora sexual desaparecida. Conoce a Edward, el tío de Natalie, y ambos se sumergen en el inframundo criminal del Distrito Rojo de Ámsterdam",Drama
215,Baptiste,Baptiste: La medida de un hombre,Temporada 1,2,SAM16,"Natalie revela la impactante verdad sobre Edward y Julien debe pisar con cuidado. Luego de una tragedia, Julien decide descubrir los verdaderos motivos de Edward.",Drama
216,Baptiste,Baptiste: Por sangre,Temporada 1,3,SAM16,Julien confronta a Edward y debe tomar medidas drásticas para proteger a su familia. Una noticia personal obliga a Julien a enfrentar secretos de su pasado.,Drama
217,Baptiste,Baptiste: Confianza,Temporada 1,4,SAM16,"Julien va en busca del dinero, mientras Genevieve obliga a Edward a reunirse con Constantin. Sin embargo, Edward hace una jugada imprudente que pone en riesgo todo el caso.",Drama
218,Baptiste,Baptiste: Lucy,Temporada 1,5,SAM16,"Comienza la persecución de Edward, quien ha huido a Inglaterra con el dinero. Mientras tanto, Julien y Genevieve planean una atrevida jugada para persuadir a Constantin y atrapar a la Brigada.",Drama
219,Baptiste,Baptiste: En la arena,Temporada 1,6,SAM16,"Cuando Julien y Genevieve superan a Constantin, la Brigada hace su propia jugada. El caso llega a una dramática conclusión cuando Julien descubre al infiltrado.",Drama
220,Baptiste,Baptiste: Episodio 201,Temporada 2,1,SAM16,Julien Baptiste se apresura a llegar a Hungría para encontrar a la familia de la embajadora.,Drama
221,Baptiste,Baptiste: Episodio 202,Temporada 2,2,SAM16,"Julien y Zsofia descubren la identidad del hombre tatuado, pero él se rehusa a cooperar. La situación escala cuando la policía recibe un video del secuestro. Emma toma una decisión arriesgada para salvar a su familia.",Drama
222,Baptiste,Baptiste: Episodio 203,Temporada 2,3,SAM16,"Tras la muerte de Alex, la única esperanza de Emma es encontrar a Will. Cuando Zsofia y Julien investigan de cerca al esposo de Kamilla y a la lider del partido, un descubrimiento asombroso aparece.",Drama
223,Baptiste,Baptiste: Episodio 204,Temporada 2,4,SAM16,"Mientras Julien y Zsofia investigan a la política de extrema derecha, Kamilla Agoston, Emma descubre una pista en la computadora de Alex. Al contársela a Baptiste, hacen un descubrimiento sorprendente y sangriento.",Drama
224,Baptiste,Baptiste: Episodio 205,Temporada 2,5,SAM16,"Con Will a salvo, Julien pretende descubrir la identidad de Gomorrah. Sin embargo, descubren que otro ataque está en marcha. Julien y Emma tendrán que trabajar contra reloj para prevenir otra desgracia.",Drama
225,Baptiste,Baptiste: Episodio 206,Temporada 2,6,SAM16,"Tras el escape de Will, Emma y Julien deberán encontrarlo y prevenir el ataque. Si encuentran de nuevo a Will y siguen las pistas, tal vez lo logren.",Drama
226,Baptiste,Baptiste: Tráiler oficial,Temporada 2,7,SAM16,Prepárate para Baptiste temporada 2. Estreno de la temporada el 2 de Enero,Drama
227,Dr. Death,Dr. Death: Piloto-Diplos,Temporada 1,1,SAM16,Dos doctores investigan una serie de cirugías mal hechas a manos de un compañero crujano.,"Crimen, Drama"
228,Dr. Death,Dr. Death: Ningún vago,Temporada 1,2,SAM16,El Dr. Henderson y el Dr. Kirby llevan su pelea ante la Junta Médica de Texas mientras los primeros años de Duntsch comienzan a revelar el hombre que es en verdad.,"Crimen, Drama"
229,Dr. Death,Dr. Death: Dock Ellis,Temporada 1,3,SAM16,Duntsch intenta obtener privilegios en otros hospitales locales mientras Henderson y Kirby viajan a Tennessee a entrevistar a un importante personaje en su educación.,"Crimen, Drama"
230,Dr. Death,Dr. Death: Un evento en el lavamanos de Randall Kirby,Temporada 1,4,SAM16,"En un recuerdo, Duntsch prepara su consultorio médico en Dallas por vez primera, mientras Henderson y Kirby toman medidas extremas apra deteer a Duntsch permanentemente.","Crimen, Drama"
231,Dr. Death,Dr. Death: El *** en la Cama,Temporada 1,5,SAM16,La abogada ajunta del distrito Michelle Shughart se une a Henderson y Kirby para explorar soluciones legales mientras Duntsch es reclutado por un prestigioso centro médico.,"Crimen, Drama"
232,Dr. Death,Dr. Death: La navaja de Occam,Temporada 1,6,SAM16,"Tras una devastadora semana en el quirófano, los privilegios de Duntsch son suspendidos en epera de una prueba de drogas. Shughart pelea por una imputación.","Crimen, Drama"
233,Dr. Death,Dr. Death: Pies de barro,Temporada 1,7,SAM16,Duntsch es arrestado. Shughart construye su caso mientras Henderson y Kirby averiguan más sobre el pasado de Duntsch,"Crimen, Drama"
234,Dr. Death,Dr. Death: Pisos de madera,Temporada 1,8,SAM16,Duntsch va a juicio tras mumtilar o matar a treinta y tres de treinta y ocho de sus pacientes mientras Henderson y Kirby luchan con las fallas del sistema médico para detenerlo,"Crimen, Drama"
235,Dr. Death,Dr. Death: Tráiler oficial,Temporada 1,9,SAM16,Prepárate para Dr. Death. Estreno de la serie el 12 de septiembre.,"Crimen, Drama"
236,Power Book III: Raising Kanan,Power Book III: Raising Kanan: TIEMPO ATRÁS,Temporada 1,1,SAM16,"Es 1991 al Sur de Jamaica, Queens, y Kanan Stark, de 15 años, está ansioso de unirse al creciente negocio de drogas de su familia, dirigido por madre, Raquel, ""Raq"" Thomas.","Crimen, Drama"
237,Power Book III: Raising Kanan,Power Book III: Raising Kanan: COSECHANDO Y SEMBRANDO,Temporada 1,2,SAM16,"Después de que mataron a un miembro de la banda rival, Raq hace lo necesario para evitar que la venganza caiga sobre Kanan.","Crimen, Drama"
238,Power Book III: Raising Kanan,Power Book III: Raising Kanan: PEGA Y CORRE,Temporada 1,3,SAM16,"Todavía sacudido por una muerte impresionante, Kanan inicia su camino en el juego de la droga, con ayuda de Marvin, mientras Raq planea eliminar su competencia.","Crimen, Drama"
239,Power Book III: Raising Kanan,Power Book III: Raising Kanan: NO TE DUERMAS,Temporada 1,4,SAM16,"No se sabe qué sucederá cuando una redada de la policía despeja la competencia de Raq. Las promesas se rompen, los secretos se revelan y la revancha será rápida.","Crimen, Drama"
240,Power Book III: Raising Kanan,Power Book III: Raising Kanan: ESCOGE TUS BATALLAS,Temporada 1,5,SAM16,"Ansiosa por transformar y dar otra imagen a su negocio, después de que atacaron la casa de su reserva, Raq reforma su operación. Mientras Kanan es detenido después de un pleito con Scrappy, despertando sospechas en el detective Howard.","Crimen, Drama"
241,Power Book III: Raising Kanan,Power Book III: Raising Kanan: SUBE EL NIVEL,Temporada 1,6,SAM16,"El nuevo escaparate artístico de Lulu se convierte en motivo de rivalidad entre Raq y Unique. Al mismo tiempo, Kanan inventa un esquema de venta de drogas con Marvin.","Crimen, Drama"
242,Power Book III: Raising Kanan,Power Book III: Raising Kanan: QUÉDATE EN TU LÍNEA,Temporada 1,7,SAM16,El negocio adicional de Kanan y Marvin salió muy mal. Raq busca revancha por el ataque a Scrappy. Jukebox sufre un golpe devastador.,"Crimen, Drama"
243,Power Book III: Raising Kanan,Power Book III: Raising Kanan: EL PRECO DEL NEGOGIO,Temporada 1,8,SAM16,Kanan lucha con una dura verdad después de que llega a oídos de Raq que es él quien está detrás de la mala droga en las calles.,"Crimen, Drama"
244,Power Book III: Raising Kanan,Power Book III: Raising Kanan: FIEL HASTA EL FINAL,Temporada 1,9,SAM16,"Mientras Marvin busca venganza, Raq recurre a Kanan en busca de una ayuda que solo él puede darle.","Crimen, Drama"
245,Power Book III: Raising Kanan,Power Book III: Raising Kanan: TODO PAGADO,Temporada 1,10,SAM16,"Mientras que la situación en el vecindario se vuelve horrible, Raq se apresura a sacar a Kanan del peligro.","Crimen, Drama"
246,The White Queen,The White Queen: Enamorada del rey,Temporada 1,1,SAM16,"En 1463, el deseo entre una plebeya de Lancaster y el Rey de York se consuma en una boda secreta y nace una nueva Reina de Inglaterra. Pero dos mujeres poco entusiasmadas con el acuerdo juran derrocar a la nueva reina.","Miniserie, Drama"
247,The White Queen,The White Queen: El precio del poder,Temporada 1,2,SAM16,"La hermosa Isabel pasa de la gloria de ser coronada a la cruel realidad de la vida en el trono. Warwick busca vengarse de ella por haber seducido a su primo, el Rey Eduardo, ya que él tenía otros planes matrimoniales en mente.","Miniserie, Drama"
248,The White Queen,The White Queen: La tormenta,Temporada 1,3,SAM16,Una reina Isabel dolida invoca la tormenta perfecta con uno de sus hechizos para traer de vuelta a casa al Rey Eduardo. Pero le esperan aún más peligros ya que sus celosos detractores crean nuevos planes para acabar con su reino.,"Miniserie, Drama"
249,The White Queen,The White Queen: La reina mala,Temporada 1,4,SAM16,"Exiliado en Francia, Warwick aun conspira para controlar la corona. Su hija más pequeña, Anna, es manipulada para crear una alianza inesperada, dándole el mando de un inmenso ejército. Isabel escapa a un refugio y da a luz a su ansiado hijo varón, sin saber si su padre, el Rey Eduardo, está vivo o muerto.","Miniserie, Drama"
250,The White Queen,The White Queen: Guerra de primera mano,Temporada 1,5,SAM16,Los Lancaster se restauran en el trono con la ayuda de Warwick. Se rumora que Eduardo regresará con un ejército. Anna y Margarita de Anjou zarpan a Francia sin saber que alcanzarán a Warwick para ganar la guerra. Las familias divididas se enfrentan en el campo de batalla.,"Miniserie, Drama"
251,The White Queen,The White Queen: Amor y muerte,Temporada 1,6,SAM16,"Los York aseguran de nuevo la corona, pero no hay paz en la corte.","Miniserie, Drama"
252,The White Queen,The White Queen: Veneno y vino de malvasía,Temporada 1,7,SAM16,"Jorge de Clarence está furioso por la posible pérdida de la herencia de Warwick y por su fracaso al intentar apoderarse del trono, por lo que decide acusar abiertamente a Isabel de brujería y a Eduardo de asesino. Eduardo enfrenta la obligación de condenar a su hermano e Isabel finalmente se venga de quienes mataron a su padre.","Miniserie, Drama"
253,The White Queen,The White Queen: Larga vida al rey,Temporada 1,8,SAM16,"Tras algunos años de paz, una muerte prematura envuelve a Isabel de nuevo en una guerra por el trono. Atrapada en un refugio y amenazada por personas cercanas a ella, Isabel se obligada a aliarse con Margarita Beaufort convirtiendo a los amigos en enemigos y a la familia en asesinos.","Miniserie, Drama"
254,The White Queen,The White Queen: Los príncipes en la torre,Temporada 1,9,SAM16,"El futuro de los príncipes herederos está en manos de Ricardo; son una amenaza para su reino, pero Margarita también espera ver a su hijo Enrique sentado en el trono de Inglaterra. Isabel, aun refugiada, queda horrorizada al darse cuenta que hizo un pacto con sus enemigos y vuelve a la brujería para castigar a los culpables.","Miniserie, Drama"
255,The White Queen,The White Queen: La batalla final,Temporada 1,10,SAM16,"La batalla final llega a una tragedia climática en sus respectivos viajes: transcurre el épico enfrentamiento entre Ricardo de Gloucester y Enrique Tudor. A su vez, Ana, la Reina Isabel y Margarita dan lugar a una nueva generación en busca de conspirar, manipular y seducir para lograrse abrir camino hacia el gran trono de Inglaterra.","Miniserie, Drama"
256,Power,Power: No exactamente como lo planeamos,Temporada 1,1,SAM16,"James ""El Fantasma"" St. Patrick abre el club nocturno Truth, con la esperanza de que su éxito le permita dejar atrás su vida como capo de la droga en Nueva York, pero el encuentro con un amor de su pasado y el ataque de un enemigo desconocido hacia su negocio de narcotráfico amenazan con destruir su vida.",Drama
257,Power,Power: Sea quien sea,Temporada 1,2,SAM16,"El Fantasma y Tommy responden a los ataques anónimos en contra de su negocio de drogas. Tasha, esposa del Fantasma, lamenta su nueva carrera en el club. El Fantasma reaviva su relación con Angela, y su trabajo como fiscal federal la tiene persiguiendo a Lobos, distribuidor del Fantasma - sin que Angela o el propio Fantasma sepan la verdad uno de otro.",Drama
258,Power,Power: Esto es real,Temporada 1,3,SAM16,"Una modelo casi muere en el Truth, poniendo en peligro el futuro del club. Se ensancha ruptura entre el Fantasma y Tasha por razones del club. Otro ataque al negocio de las drogas obliga al Fantasma a tomar medidas extremas. El Fantasma debe tener presente que perseguir a Angela - y una vida legítima - podría poner en riesgo a su familia.",Drama
259,Power,Power: ¿Quién eres?,Temporada 1,4,SAM16,"El Fantasma y Tommy planean reunirse con su red de líderes de pandillas, mientras que Angela planea vigilar la misma reunión. Un policía de Nueva York en el club llama la atención del Fantasma. El misterioso asaltante ataca de nuevo. Y el Fantasma admite con Angela que está casado y tiene hijos.",Drama
260,Power,Power: Tengo que irme,Temporada 1,5,SAM16,"Aumenta la preocupación por la actitud del Fantasma y Tasha decide intervenir en el negocio del club. El Fantasma y Angela continúan su romance. El Fantasma reprende a Tommy por salir con su empleada Holly. Y Tommy y el Fantasma coinciden en que Ruiz, líder de una pandilla, está detrás de los ataques.",Drama
261,Power,Power: De qué lado estás,Temporada 1,6,SAM16,"Tommy hace las paces con Ruiz y Angela tiene un miembro de la pandilla de Ruiz intervenido. El Fantasma olvida el cumpleaños de Tasha. Crece la relación de Tommy y Holly. Angela tiene una emergencia familiar. El Fantasma y Angela enfrentan la realidad de su aventura, y su conductor, Shawn, le habla a Tasha con mucha franqueza.",Drama
262,Power,Power: Lealtad,Temporada 1,7,SAM16,Tasha ve a Angela por primera vez. El Fantasma descubre que un líder de pandilla y amigo cercano puede estar detrás de los ataques. Angela se apresura a salvarle la vida al próximo blanco. El Fantasma logra un segundo encuentro con Simon Stern. James se compromete con Angela; y se descubre al cerebro detrás de los ataques.,Drama
263,Power,Power: Mejores planes,Temporada 1,8,SAM16,"El Fantasma se enfoca en una fiesta masiva en el club, con la esperanza de expandirse fuera de Nueva York y del mundo de las drogas. Tommy adquiere más poder en el negocio. La de las botas rosadas intenta asesinar al Fantasma; y el Fantasma toma una gran decisión en un intento por lograr legitimar su sueño.",Drama
264,Power,Power: Consecuencias,Temporada 2,1,SAM16,"El Fantasma recoge los pedazos del Truth tras el fallido intento de asesinato contra él, a la vez que refuerza su compromiso con el juego de las drogas. Tiene que hacer esto sin la ayuda de Tommy, ya que desapareció después de saber que Angela es una fiscal federal. El Fantasma recurre a Tasha por ayuda, pero pronto descubre que el tiroteo del club es el menor de sus problemas.",Drama
265,Power,Power: Sin amigos en las calles,Temporada 2,2,SAM16,"Tommy acepta ayudar al Fantasma a expandir el negocio de las drogas con una sola condición: el Fantasma debe usar a Angela para descubrir lo que sabe sobre su investigación, sin que Tasha se entere. La liberación de Kanan de la cárcel es una sorpresa para el Fantasma, pero no es la única sorpresa porque Angela se acerca a su meta.",Drama
266,Power,Power: Como cualquier otra pareja,Temporada 2,3,SAM16,"El Fantasma finalmente lleva a Angela a Miami. Viven la fantasía de ser pareja, pero la realidad de la investigación de Angela destruye todo. De vuelta en Nueva York sin el Fantasma, Tommy y Kanan se vuelven confidentes, con resultados desastrosos.",Drama
267,Power,Power: Eres mi única persona confiable,Temporada 2,4,SAM16,"El Fantasma lucha para mantener el control sobre todos en su vida: Tommy, que alinea con Kanan, Angela, que insiste en que Tommy es el Fantasma, Tasha, que se niega a creer sus mentiras, y Stern, que hace imposible que recupere su club.",Drama
268,Power,Power: Quién eres y quién quieres ser,Temporada 2,5,SAM16,"El Fantasma y Tommy trabajan para vender todos sus productos a tiempo y pagarle a Lobos, sin saber que el FBI está interrogando a Holly. Con cada hora que pasa, Angela está un paso más cerca de descubrir toda la verdad.",Drama
269,Power,Power: ¿Por qué ella?,Temporada 2,6,SAM16,"Después de la revelación de Holly de que el Fantasma y Jamie son el mismo hombre, Angela busca pruebas sólidas. Tommy y Ghost trabajan juntos para dar la bienvenida a un nuevo miembro a su sindicato de drogas. Enfrentada con la dura conclusión de que podría perderlo todo, Tasha hace el último sacrificio de una esposa para proteger su futuro.",Drama
270,Power,Power: No eres el hombre,Temporada 2,7,SAM16,"Tommy está desesperado por la desaparición de Holly tras hablar con los federales; su paranoia pone en peligro el negocio de las drogas y a Angela. El Fantasma lo controla con la ayuda de Tasha, quien está mirando fijamente a un futuro sin él. Angela parece creerle al Fantasma cuando él explica sus acciones ... ¿o no?",Drama
271,Power,Power: Tres pasos adelante,Temporada 2,8,SAM16,El peligro se acerca al Fantasma y a Tommy mientras Lobos se defiende de un cartel rival por un lado y del gobierno federal de los Estados Unidos por el otro. Depende del Fantasma averiguar cómo alejarse de Lobos antes de que Angela llegue a él primero.,Drama
272,Power,Power: Se acabó el tiempo,Temporada 2,9,SAM16,"Tommy está encerrado y dudando seriamente de su lealtad con el Fantasma mientras Angela y el resto de los fiscales lo presionan para delatar a Lobos o pasar el resto de su vida en la cárcel. El Fantasma maniobra para hacer lo correcto por Tasha, Tommy, Shawn y Angela, pero las consecuencias de sus acciones son peligrosas.",Drama
273,Power,Power: El Fantasma está muerto,Temporada 2,10,SAM16,"En la organización del Fantasma caen cadáveres por todos lados y la muerte se acerca cada vez más al Fantasma y a Tommy. Sin embargo, la amenaza de que Angela presente a Jamie para su investigación se vuelve tan letal como el hecho de que Kanan busca matarlo.",Drama
274,Power,Power: Llámame James,Temporada 3,1,SAM16,"James St. Patrick está listo para dejar atrás al ""Fantasma"" y comenzar su nueva vida con Angela. Pero hay un problema: alguien sabe la verdad sobre Vladimir, Drifty, Ruiz y Lobos.",Drama
275,Power,Power: Nunca se acaba,Temporada 3,2,SAM16,El Fantasma se apresura a atar los cabos sueltos más letales mientras se enfrenta a la nueva competencia de la vida nocturna.,Drama
276,Power,Power: Tengo todo controlado,Temporada 3,3,SAM16,"Al Fantasma se le presenta una oportunidad de negocios que podría llevar a los clubes al siguiente nivel, pero debe superar a los nuevos rivales, mientras tiene que cuidarse de la venganza de Lobos.",Drama
277,Power,"Power: No te preocupes, mi amor",Temporada 3,4,SAM16,"A medida que evoluciona la oportunidad de expandir los clubes, el Fantasma tiene que repartirse aún más entre Angela, sus hijos, las responsabilidades de un legítimo hombre de negocios y su lealtad con Tommy.",Drama
278,Power,Power: Ayúdame,Temporada 3,5,SAM16,"Tommy busca respuestas sobre quién atentó contra su vida, mientras que Holly sospecha que fue Lobos. Greg se apoya en Ruiz para entregar al verdadero ""Fantasma"" a los federales.",Drama
279,Power,Power: La dirección correcta,Temporada 3,6,SAM16,Tommy y el Fantasma se reúnen para derrotar a su enemigo más peligroso y enlistan a Tasha en un elaborado plan para escapar del radar de Angela y del resto de su equipo de federales.,Drama
280,Power,Power: No te vayas,Temporada 3,7,SAM16,"Angela se tambalea después de su ruptura con el Fantasma, y debe enfrentar algunos cuestionamientos difíciles en el trabajo.",Drama
281,Power,Power: Confía en mí,Temporada 3,8,SAM16,La presión sobre Mike y Angela aumenta a medida que se intensifica la búsqueda del soplón.,Drama
282,Power,Power: Yo digo cuándo,Temporada 3,9,SAM16,"Angela toma medidas adicionales para encontrar al soplón, mientras que el Fantasma hace un movimiento audaz para recuperar el trato del club con los Basset y deshacerse de Andy y Alby para siempre.",Drama
283,Power,Power: Por mis intereses,Temporada 3,10,SAM16,"El Fantasma compite por recuperar pruebas que podrían comprometerlo tanto a él como a Tommy; mientras, debe organizar la fiesta de su vida en el Truth para conseguir el acuerdo del club con los Basset.",Drama
284,Power,Power: Cuando yo me salga,Temporada 4,1,SAM16,"Después de haber sido arrestado injustamente por el asesinato del agente del FBI Greg Knox, James St. Patrick enfrenta amenazas de ambos lados tanto dentro como fuera de la prisión.",Drama
285,Power,Power: Las cosas van a ponerse peor,Temporada 4,2,SAM16,"Mientras Proctor protege a su cliente tanto legal como públicamente, el Fantasma vive el acoso de la prisión.",Drama
286,Power,Power: El tipo de hombre que eres,Temporada 4,3,SAM16,"Los fiscales federales aumentan la presión con el Fantasma atrayendo a sus asociados conocidos para interrogarlos, obligando a Tommy a ejecutar un plan que desviará la atención de su organización delictiva.",Drama
287,Power,Power: En esto estamos juntos,Temporada 4,4,SAM16,"Mientras el custodio Williams presiona cada vez más al Fantasma al interior de la prisión, Proctor y Silver se organizan para limpiar su imagen en la corte.",Drama
288,Power,Power: No me agradezcas,Temporada 4,5,SAM16,"Con una fuerte tensión tras la suspensión de Proctor, Silver le advierte al Fantasma que Tasha podría tener que testificar.",Drama
289,Power,Power: Hombre nuevo,Temporada 4,6,SAM16,De regreso en el Truth – y a la vida de hombre libre – el Fantasma se descubre atrapado en una nueva aventura empresarial.,Drama
290,Power,Power: Me mentiste en la cara,Temporada 4,7,SAM16,"Mientras el Fantasma avanza en su nueva aventura de negocios, la familia St. Patrick queda dentro de un nuevo rol bajo el ojo público.",Drama
291,Power,Power: Está hecho,Temporada 4,8,SAM16,"Cuando el Fantasma ve que la dirección de su nuevo negocio está en una zona infestada de pandillas, busca reagruparse con Tommy para limpiarla.",Drama
292,Power,Power: Eso no soy yo,Temporada 4,9,SAM16,"Cuando el Fantasma se da cuenta que está siendo engañado en su nuevo negocio, empieza a jugar sucio dentro del mundo limpio.",Drama
293,Power,Power: No puedes corregir esto,Temporada 4,10,SAM16,"Cuando la tragedia invade a la familia St. Patrick, el Fantasma y Tommy buscan vengarse.",Drama
294,Power,Power: Todos implicados,Temporada 5,1,SAM16,"El Fantasma forma una peligrosa alianza con su compañero de armas Tommy, y el enemigo mortal Kanan. Angela es implicada en un homicidio y se convierte en una inusual aliada. Tasha le pide a LaKeisha que proteja a Tariq.",Drama
295,Power,Power: Control de daños,Temporada 5,2,SAM16,La familia St. Patrick llora por Raina mientras la oficina de la fiscalía planea atrapar al Fantasma y acabar con la carrera de Angela. El Concejal Tate explota la muerte de Raina. Dre pone orden en su organización.,Drama
296,Power,Power: ¿Somos del mismo bando?,Temporada 5,3,SAM16,El Fantasma y Tasha se pelean sobre cómo deben sufrir. Angela persigue al cartel de los Jiménez mientras Kanan va tras la organización de Dre. Tommy le cuenta a LaKeisha sobre su relación con Teresi.,Drama
297,Power,Power: Segundas oportunidades,Temporada 5,4,SAM16,"Las tensión crece al regresar Jason, quien les pide al Fantasma, a Tommy y a Kanan que maten a los líderes del cartel de los Jiménez. El Fantasma le advierte a Tommy sobre su relación con Teresi mientras elabora un plan con Kanan para que Tommy se deshaga de su nueva familia italiana. Angela está por arrestar al cartel de los Jiménez y Kanan forma una extraña alianza.",Drama
298,Power,Power: Feliz cumpleaños,Temporada 5,5,SAM16,Los St. Patrick celebran el cumpleaños de Tariq sin Raina. El Fantasma se pelea con Tate y se entera que Dre está listo para reemplazarlo. Kanan se conecta con Tariq por la desconfianza de su padre.,Drama
299,Power,Power: ¿Un hombre diferente?,Temporada 5,6,SAM16,"Tras su despertar espiritual con el Reverendo Macedon, el Fantasma le confiesa sus pecados a Angela. Angela prepara a Tasha para un interrogatorio federal y el Fantasma debe romper su trato de negocios con Tommy porque el Truth será auditado por el sistema recaudatorio. Teresi y Tommy mueven producto a través de un contacto dentro de la prisión.",Drama
300,Power,Power: Con el diablo dentro,Temporada 5,7,SAM16,"Mientras el Fantasma, Tommy y Kanan se disponen a matar a los líderes del cartel de los Jiménez, el plan del Fantasma y Kanan golpea el suyo. Donovan alerta a Angela que su propia oficina va tras ella y Tommy abraza por completo a su nueva familia. LaKeisha dice que Teresi es el padre de Tommy.",Drama
301,Power,Power: Un amigo de la familia,Temporada 5,8,SAM16,"La fiscalía calienta el asunto del Fantasma e implica al círculo cercano en un caso RICO. Él y Tommy planean presentar a Dre como el asesino de Raymond Jones, quien mató a Raina, mientras que Angela y Tasha establecen su propio plan.",Drama
